MJD	ZTF_g	ZTF_g_err	ZTF_r	ZTF_r_err
58875.400000001246	3.80447572065364e-15	1.6194333126616284e-16	4.938899089529098e-15	3.613197651495768e-17
58875.45000000125	3.778018927998487e-15	1.5711422590457414e-16	4.905628899046178e-15	3.3183124494889554e-17
58875.50000000125	3.752070730144853e-15	1.5210840696788116e-16	4.8724657997690594e-15	3.017598026602209e-17
58875.550000001254	3.726645614997369e-15	1.4697522091826703e-16	4.839414762800146e-15	2.7169647265101e-17
58875.60000000126	3.701758110095861e-15	1.4176920975601699e-16	4.806480761437335e-15	2.4251893525739692e-17
58875.65000000126	3.677422783981186e-15	1.3655031449961206e-16	4.77366877132188e-15	2.1555541861766557e-17
58875.70000000126	3.653654247563832e-15	1.313838484665864e-16	4.740983770585244e-15	1.92789211360509e-17
58875.750000001266	3.630467155494895e-15	1.263400852123975e-16	4.7084307399972024e-15	1.7694538988877898e-17
58875.80000000127	3.607876207540459e-15	1.2149325209375607e-16	4.676014663112967e-15	1.7102233291729633e-17
58875.85000000127	3.5858961499578315e-15	1.1691967289501556e-16	4.643740629700322e-15	1.7664766114999163e-17
58875.900000001275	3.564541776875975e-15	1.1269478675749208e-16	4.611614145729518e-15	1.921801836381424e-17
58875.95000000128	3.5438272582793452e-15	1.0888716157328522e-16	4.579640823696153e-15	2.1460415174847363e-17
58876.00000000128	3.5237406361850614e-15	1.0549035874806179e-16	4.547826279507007e-15	2.411781955335422e-17
58876.05000000128	3.504235995266525e-15	1.0240265066017419e-16	4.516176132645356e-15	2.6990802074693796e-17
58876.10000000129	3.4852651929042277e-15	9.951040147541524e-17	4.4846960063362e-15	2.9945968177080563e-17
58876.15000000129	3.4667801275931434e-15	9.66994140937122e-17	4.453391527712056e-15	3.289535294952482e-17
58876.20000000129	3.4487327346315797e-15	9.385984061958186e-17	4.422268327978252e-15	3.577989465265005e-17
58876.250000001295	3.431074981812127e-15	9.088998800367831e-17	4.391332042578336e-15	3.855869892020354e-17
58876.3000000013	3.413758865113997e-15	8.76989958893381e-17	4.36058831136051e-15	4.120247821749927e-17
58876.3500000013	3.396736404398096e-15	8.420854869179176e-17	4.3300427787429414e-15	4.368957746795297e-17
58876.400000001304	3.3799596391031904e-15	8.035389202474066e-17	4.299701093879276e-15	4.6003536253373446e-17
58876.45000000131	3.3633806239425494e-15	7.60844782181678e-17	4.269568910825636e-15	4.813156203048821e-17
58876.50000000131	3.3469514246028036e-15	7.136460986060939e-17	4.239651888705751e-15	5.006355116625958e-17
58876.55000000131	3.330624113442171e-15	6.617454427917128e-17	4.209955691877698e-15	5.179144637206697e-17
58876.600000001315	3.3143507651896108e-15	6.051276553549464e-17	4.1804859900998676e-15	5.330880566131006e-17
58876.65000000132	3.298083452643877e-15	5.4400738036276996e-17	4.151248458697559e-15	5.461050763436855e-17
58876.70000000132	3.281774242372251e-15	4.789296869802576e-17	4.122248778729682e-15	5.569254685958118e-17
58876.750000001324	3.2653751904085857e-15	4.109911216176589e-17	4.093492637154807e-15	5.655189036818164e-17
58876.80000000133	3.2488383379509717e-15	3.423532717706193e-17	4.0649857269984124e-15	5.718637676888413e-17
58876.85000000133	3.2321157070571597e-15	2.774881796211557e-17	4.036733747519614e-15	5.7594646037375e-17
58876.90000000133	3.215159296340127e-15	2.259514671082229e-17	4.0087424043780274e-15	5.777609222552777e-17
58876.950000001336	3.1979210766601593e-15	2.0499965945578552e-17	3.981017409801025e-15	5.773083412590431e-17
58877.00000000134	3.1803663791643915e-15	2.270720143916952e-17	3.953564482751178e-15	5.745970085676151e-17
58877.05000000134	3.1625140694680248e-15	2.790415953646773e-17	3.926389349093162e-15	5.696423078138214e-17
58877.100000001345	3.1443963721124053e-15	3.435908067754562e-17	3.8994977417618924e-15	5.624668337224669e-17
58877.15000000135	3.126045481170485e-15	4.111721585352836e-17	3.8728954009295325e-15	5.5310064760308724e-17
58877.20000000135	3.1074935631953104e-15	4.772058295461747e-17	3.846588074174015e-15	5.4158168953181324e-17
58877.25000000135	3.088772760166556e-15	5.3933380975913024e-17	3.820581516646448e-15	5.279563824867378e-17
58877.300000001356	3.069915192435773e-15	5.961973169620101e-17	3.794881491239736e-15	5.122804848348547e-17
58877.35000000136	3.0509529616692362e-15	6.469299841087617e-17	3.76949376875653e-15	4.946202783930807e-17
58877.40000000136	3.0319181537899963e-15	6.909358593126212e-17	3.744424128077751e-15	4.750542261287147e-17
58877.450000001365	3.0128428419185107e-15	7.277844961733904e-17	3.71967835633135e-15	4.536753072359179e-17
58877.50000000137	2.9937590893121154e-15	7.571577865326577e-17	3.695262249061007e-15	4.305943560912227e-17
58877.55000000137	2.9746989523041304e-15	7.788215136133066e-17	3.671181610395035e-15	4.059449275226876e-17
58877.600000001374	2.955694483241702e-15	7.92609702484821e-17	3.6474422532156475e-15	3.7989054070407535e-17
58877.65000000138	2.9367777334238594e-15	7.98416235364529e-17	3.62404999932828e-15	3.526357187638926e-17
58877.70000000138	2.9179807560388916e-15	7.961911413867641e-17	3.6010106796310265e-15	3.244432164751438e-17
58877.75000000138	2.899335609102265e-15	7.859404977559684e-17	3.5783301342842435e-15	2.956615013842171e-17
58877.800000001385	2.8808743583938766e-15	7.677298643884248e-17	3.556014212880764e-15	2.667692949291779e-17
58877.85000000139	2.862629080396738e-15	7.416920834862756e-17	3.534068774615549e-15	2.3844782683935355e-17
58877.90000000139	2.8446318652353676e-15	7.080415025762223e-17	3.512499688456458e-15	2.1169398135630293e-17
58877.950000001394	2.8269148196155253e-15	6.67098795942604e-17	3.4913128333143977e-15	1.8797594417146392e-17
58878.0000000014	2.809510069764679e-15	6.193346947917261e-17	3.4705140982137634e-15	1.6936551387678636e-17
58878.0500000014	2.7924497643736065e-15	5.654496111503216e-17	3.4501093824641085e-15	1.5839554057114652e-17
58878.1000000014	2.7757660775398726e-15	5.0652522438989463e-17	3.4301040859841114e-15	1.5717474097719045e-17
58878.150000001406	2.759491211712111e-15	4.443269923128461e-17	3.4104959904746225e-15	1.652144314251811e-17
58878.20000000141	2.7436574006368673e-15	3.819280421264783e-17	3.3912770155035523e-15	1.7985259740414855e-17
58878.25000000141	2.7282969123068474e-15	3.249584205357614e-17	3.3724389399028772e-15	1.983150653099314e-17
58878.300000001414	2.7134420519119107e-15	2.835150891488432e-17	3.3539735526045254e-15	2.1844835017936435e-17
58878.35000000142	2.699125155987527e-15	2.7196175082955853e-17	3.335872652412491e-15	2.387752655527266e-17
58878.40000000142	2.685366920697227e-15	2.982068432879132e-17	3.3181280477741088e-15	2.583206430469491e-17
58878.45000000142	2.6721533712277756e-15	3.528048347895141e-17	3.3007315565517533e-15	2.764391809598353e-17
58878.500000001426	2.6594641581200925e-15	4.229119631172621e-17	3.283675005795265e-15	2.926962230708165e-17
58878.55000000143	2.647278973872018e-15	5.0002847819943067e-17	3.2669502315138544e-15	3.0679339290891714e-17
58878.60000000143	2.635577551127495e-15	5.793976832143285e-17	3.250549078448114e-15	3.185235124484835e-17
58878.650000001435	2.624339660868693e-15	6.583323969421456e-17	3.2344633998436808e-15	3.277432942955472e-17
58878.70000000144	2.613545110610407e-15	7.352089191483719e-17	3.218685057222483e-15	3.343567040139933e-17
58878.75000000144	2.6031737425965118e-15	8.089673678895478e-17	3.203205920157049e-15	3.38304852369556e-17
58878.80000000144	2.5932054319994802e-15	8.788658817820492e-17	3.1880178660423997e-15	3.3956005770090317e-17
58878.85000000145	2.5836200851212396e-15	9.443548850700814e-17	3.173112779870334e-15	3.381227717018814e-17
58878.90000000145	2.574397637596039e-15	1.005009413964757e-16	3.158482554001826e-15	3.3402071120631737e-17
58878.95000000145	2.5655180525958646e-15	1.0604907899728203e-16	3.1441190879414163e-15	3.27309987447951e-17
58879.000000001455	2.55696131903691e-15	1.1105238636404098e-16	3.130014288110231e-15	3.180784052393729e-17
58879.05000000146	2.548707449787934e-15	1.1548829180043794e-16	3.1161600676203286e-15	3.064515236964666e-17
58879.10000000146	2.5407364798802385e-15	1.1933826061416662e-16	3.1025483460482496e-15	2.9260263982603035e-17
58879.150000001464	2.5330284647188152e-15	1.2258719390404587e-16	3.0891710492095033e-15	2.7676872400077205e-17
58879.20000000147	2.5255634782949017e-15	1.2522301960059237e-16	3.076020108932486e-15	2.5927569682759636e-17
58879.25000000147	2.5183216113995295e-15	1.272364094372519e-16	3.0630874628327272e-15	2.4057845986795064e-17
58879.30000000147	2.511282969838334e-15	1.2862058170156373e-16	3.050365054088012e-15	2.213234965710381e-17
58879.350000001476	2.504427672647178e-15	1.2937116489902201e-16	3.0378448312122354e-15	2.0244223729460433e-17
58879.40000000148	2.4977358503081975e-15	1.294861067248986e-16	3.025518747830448e-15	1.8527216821745887e-17
58879.45000000148	2.491187642967191e-15	1.289656185835918e-16	3.0133787624535163e-15	1.716541491412579e-17
58879.500000001484	2.4847631986509248e-15	1.2781214979271056e-16	3.0014168382530276e-15	1.6383915940953348e-17
58879.55000000149	2.4784426714851695e-15	1.260303884165044e-16	2.989624927565984e-15	1.639327182542596e-17
58879.60000000149	2.472206219913157e-15	1.236272879565244e-16	2.977994393290295e-15	1.722576768579411e-17
58879.65000000149	2.4660340049136813e-15	1.206121213024666e-16	2.9665158311208517e-15	1.8699536537128108e-17
58879.700000001496	2.4599061882198546e-15	1.1699656582707257e-16	2.9551797889181294e-15	2.0596406151307203e-17
58879.7500000015	2.453802930537643e-15	1.127948268201432e-16	2.9439768179826566e-15	2.27304112886498e-17
58879.8000000015	2.4477043897637495e-15	1.0802381138568562e-16	2.93289747278849e-15	2.496333145929287e-17
58879.850000001505	2.441590719203971e-15	1.0270337289974471e-16	2.921932310719295e-15	2.719741666388492e-17
58879.90000000151	2.435442065790504e-15	9.685665976558376e-17	2.911071891802551e-15	2.936381614732483e-17
58879.95000000151	2.429238568299043e-15	9.051062675878947e-17	2.9003067784452677e-15	3.141317325301794e-17
58880.00000000151	2.4229603555649752e-15	8.369681368787479e-17	2.889627535168296e-15	3.330918116618188e-17
58880.050000001516	2.4165875446990635e-15	7.645258860751255e-17	2.879024728342381e-15	3.502440947668157e-17
58880.10000000152	2.41010023930196e-15	6.882324817245012e-17	2.8684889259224194e-15	3.6537635597181805e-17
58880.15000000152	2.4034785276779402e-15	6.086580839207641e-17	2.85801069718339e-15	3.7832128094311655e-17
58880.200000001525	2.3967024810471162e-15	5.265639105599066e-17	2.8475806124550266e-15	3.8894527141240254e-17
58880.25000000153	2.3897521517568838e-15	4.4305950618427495e-17	2.837189242857564e-15	3.9714103103418765e-17
58880.30000000153	2.382607571491533e-15	3.599730854305338e-17	2.826827160036482e-15	4.028225934500346e-17
58880.350000001534	2.37524874948062e-15	2.808183791359122e-17	2.8164849358982407e-15	4.059219728626926e-17
58880.40000000154	2.3676556707053536e-15	2.134381483139078e-17	2.8061531423450546e-15	4.0638693591943324e-17
58880.45000000154	2.359808294104152e-15	1.7517399708084782e-17	2.795822351010484e-15	4.0417959470091996e-17
58880.50000000154	2.3516895236857138e-15	1.8545217950971595e-17	2.785483132994753e-15	3.9927565549726557e-17
58880.550000001545	2.3433042058857556e-15	2.3133280897855145e-17	2.775126058599638e-15	3.916642602783435e-17
58880.60000000155	2.334667006022824e-15	2.890866715505852e-17	2.7647416970641766e-15	3.813484524805151e-17
58880.65000000155	2.3257926082950466e-15	3.467720364926545e-17	2.754320616298991e-15	3.6834641091834777e-17
58880.700000001554	2.31669567067436e-15	3.994211189401358e-17	2.7438533826225338e-15	3.5269376073186725e-17
58880.75000000156	2.3073908262502732e-15	4.4475653690142286e-17	2.733330560495506e-15	3.344475497318813e-17
58880.80000000156	2.2978926845718574e-15	4.815856225539774e-17	2.7227427122558496e-15	3.1369299634949416e-17
58880.85000000156	2.2882158329879786e-15	5.0921723268254276e-17	2.712080397854348e-15	2.905551380709119e-17
58880.900000001566	2.2783748379863157e-15	5.272299811963632e-17	2.7013341745890935e-15	2.6521964455751773e-17
58880.95000000157	2.268384246530128e-15	5.3537178492550473e-17	2.690494596840477e-15	2.3797176217181682e-17
58881.00000000157	2.258258587394244e-15	5.335147940547325e-17	2.679552215806214e-15	2.0927321937898934e-17
58881.050000001575	2.248012372499589e-15	5.2163790019720304e-17	2.66849757923602e-15	1.7992269354440327e-17
58881.10000000158	2.237660098246031e-15	4.998276377013651e-17	2.657321231166253e-15	1.5140335960275347e-17
58881.15000000158	2.227216246844637e-15	4.682985696721172e-17	2.6460137116545682e-15	1.2660297474402367e-17
58881.20000000158	2.2166952876485003e-15	4.2744588016747594e-17	2.6345655565144115e-15	1.1081888141112096e-17
58881.250000001586	2.2061116784828804e-15	3.7796792402102926e-17	2.622967486420611e-15	1.1077321669890112e-17
58881.30000000159	2.1954798669738704e-15	3.2116869643853665e-17	2.611217579091184e-15	1.2770761464718596e-17
58881.35000000159	2.184814291877232e-15	2.5979207701333582e-17	2.599323470680304e-15	1.559515969131326e-17
58881.400000001595	2.174129384405664e-15	2.0059022751053017e-17	2.5872934318655153e-15	1.9016708743627917e-17
58881.4500000016	2.1634395695556287e-15	1.6146934564898093e-17	2.5751357289567526e-15	2.2727988785540557e-17
58881.5000000016	2.1527588930063186e-15	1.7247465959414793e-17	2.5628586241334736e-15	2.6567580795690204e-17
58881.5500000016	2.1420957942535315e-15	2.3117845085571415e-17	2.5504703756802692e-15	3.044684638098516e-17
58881.60000000161	2.1314543971025726e-15	3.11416564104436e-17	2.5379792382234225e-15	3.431295367122693e-17
58881.65000000161	2.12083871199992e-15	3.9959955997464444e-17	2.5253934629666147e-15	3.8131632076801465e-17
58881.70000000161	2.110252747358934e-15	4.903812552692318e-17	2.5127212979271557e-15	4.1878898567036313e-17
58881.750000001615	2.099700509943896e-15	5.813426784484988e-17	2.4999709881721455e-15	4.5536867667473925e-17
58881.80000000162	2.0891860052545026e-15	6.711571683863122e-17	2.4871507760536938e-15	4.909150519246741e-17
58881.85000000162	2.07871323790926e-15	7.589703323580223e-17	2.47426890144548e-15	5.253135811938578e-17
58881.900000001624	2.0682862120293642e-15	8.441635865972485e-17	2.461333601978109e-15	5.584680102168152e-17
58881.95000000163	2.057908931622176e-15	9.262521269774219e-17	2.4483531132746167e-15	5.902956933020864e-17
58882.00000000163	2.047585400964695e-15	1.0048359433497756e-16	2.435335669186739e-15	6.20724589375781e-17
58882.05000000163	2.0373196249869947e-15	1.0795740664011143e-16	2.4222895020298506e-15	6.496912612933021e-17
58882.100000001636	2.027115609655513e-15	1.1501699325372375e-16	2.4092228428191254e-15	6.771395021472744e-17
58882.15000000164	2.0169773623561492e-15	1.2163624875519628e-16	2.3961439215046023e-15	7.030193664433934e-17
58882.20000000164	2.0069088922777123e-15	1.277920454124306e-16	2.3830609672071046e-15	7.272864707709988e-17
58882.250000001644	1.996914210795633e-15	1.3346384487178489e-16	2.3699822084533774e-15	7.499014791355461e-17
58882.30000000165	1.9869973318543164e-15	1.3863342386235344e-16	2.3569158734120407e-15	7.708297183855296e-17
58882.35000000165	1.9771622723518377e-15	1.432846737443065e-16	2.3438701901284592e-15	7.900408879147113e-17
58882.40000000165	1.9674130525225622e-15	1.474034501677576e-16	2.3308533867607176e-15	8.07508839584076e-17
58882.450000001656	1.9577536963212647e-15	1.5097745830018143e-16	2.3178736918149422e-15	8.232114115675444e-17
58882.50000000166	1.9481882318070533e-15	1.5399616443769417e-16	2.304939334380689e-15	8.371303048345733e-17
58882.55000000166	1.9387206915271242e-15	1.5645072806863086e-16	2.29205854436636e-15	8.49250994553902e-17
58882.600000001665	1.9293551129012324e-15	1.5833395052022352e-16	2.279239552734963e-15	8.595626710404826e-17
58882.65000000167	1.920095538606316e-15	1.5964023768803274e-16	2.266490591739483e-15	8.68058206696459e-17
58882.70000000167	1.910946016960885e-15	1.603655753136498e-16	2.253819895158296e-15	8.747341466509017e-17
58882.75000000167	1.9019106023103425e-15	1.6050751601910603e-16	2.2412356985309573e-15	8.795907218646525e-17
58882.80000000168	1.8929933554126084e-15	1.600651779289066e-16	2.2287462393935396e-15	8.826318842991374e-17
58882.85000000168	1.884198343823177e-15	1.590392553164059e-16	2.2163597575145995e-15	8.838653644825402e-17
58882.90000000168	1.8755296422819016e-15	1.574320423577706e-16	2.2040844951306453e-15	8.833027525247102e-17
58882.950000001685	1.866991333099133e-15	1.552474718630911e-16	2.191928697182068e-15	8.809596043219058e-17
58883.00000000169	1.8585875065426985e-15	1.5249117187531803e-16	2.1799006115484334e-15	8.768555754445882e-17
58883.05000000169	1.850322261225431e-15	1.491705444449365e-16	2.168008489284907e-15	8.710145860194422e-17
58883.100000001694	1.842199704492821e-15	1.4529487292493292e-16	2.1562605848579825e-15	8.634650209042092e-17
58883.1500000017	1.8342239528115797e-15	1.4087546717018057e-16	2.1446651563812906e-15	8.542399705441813e-17
58883.2000000017	1.82639913215843e-15	1.3592586067529543e-16	2.1332304658518807e-15	8.433775192885035e-17
58883.2500000017	1.818729378409454e-15	1.3046208098771284e-16	2.121964779386223e-15	8.309210895954152e-17
58883.300000001705	1.8112188377305104e-15	1.2450302650676638e-16	2.1108763674564813e-15	8.169198525461134e-17
58883.35000000171	1.8038716669676044e-15	1.1807100226405408e-16	2.099973505126685e-15	8.014292175715292e-17
58883.40000000171	1.7966920340381333e-15	1.1119250045122078e-16	2.0892644722894506e-15	7.845114172957603e-17
58883.450000001714	1.789684118323136e-15	1.0389936964864732e-16	2.0787575539021915e-15	7.66236207058838e-17
58883.50000000172	1.7828521110597847e-15	9.62306220685659e-17	2.0684610402237414e-15	7.466817029882596e-17
58883.55000000172	1.7762002157345734e-15	8.823532531955067e-17	2.0583832270513294e-15	7.259353876447548e-17
58883.60000000172	1.7697326484780416e-15	7.997740659306362e-17	2.0485324159570213e-15	7.040953179376148e-17
58883.650000001726	1.7634536384589987e-15	7.154395635750059e-17	2.038916914525084e-15	6.812715760116891e-17
58883.70000000173	1.7573674282807325e-15	6.306015309319231e-17	2.0295450365887336e-15	6.575880092390566e-17
58883.75000000173	1.7514782743772414e-15	5.4716957041337175e-17	2.0204251024674055e-15	6.331843085743011e-17
58883.800000001735	1.7457904474107718e-15	4.6822823545776736e-17	2.011565439204387e-15	6.082184720159184e-17
58883.85000000174	1.7403082326702261e-15	3.9893456951323426e-17	2.0029743808039647e-15	5.828696858771966e-17
58883.90000000174	1.7350359304700872e-15	3.475995104895925e-17	1.9946602684689234e-15	5.573416206326414e-17
58883.95000000174	1.7299778565506195e-15	3.2503776048930747e-17	1.9866314508388264e-15	5.3186606332560816e-17
58884.000000001746	1.7251374309622659e-15	3.374415161484846e-17	1.9788962842276454e-15	5.067066690105533e-17
58884.05000000175	1.7205144438176058e-15	3.773000022496585e-17	1.9714631328618372e-15	4.82162373111456e-17
58884.10000000175	1.7161077898499644e-15	4.326049163901987e-17	1.9643403691185227e-15	4.5856962353512923e-17
58884.150000001755	1.7119163798397124e-15	4.9426381168834867e-17	1.9575363737641103e-15	4.363020386906205e-17
58884.20000000176	1.7079391405247998e-15	5.567354966832129e-17	1.951059536192841e-15	4.157654128761243e-17
58884.25000000176	1.704175014511993e-15	6.167909027939593e-17	1.944918254665432e-15	3.973853670827905e-17
58884.300000001764	1.7006229601897093e-15	6.725007643776066e-17	1.939120936548479e-15	3.815848421800082e-17
58884.35000000177	1.697281951641271e-15	7.226590110752294e-17	1.933675995090473e-15	3.687496671298056e-17
58884.40000000177	1.694150978559606e-15	7.664775866522109e-17	1.9285872585752874e-15	3.590181656180099e-17
58884.45000000177	1.6912290461624229e-15	8.034239739432423e-17	1.923844912889223e-15	3.5192789439763084e-17
58884.500000001775	1.688515175108901e-15	8.3313202345707e-17	1.9194366292783494e-15	3.4684996440044004e-17
58884.55000000178	1.6860084014170536e-15	8.553512519541683e-17	1.9153500880576334e-15	3.431289736489266e-17
58884.60000000178	1.6837077763818904e-15	8.699170964005403e-17	1.911572978262561e-15	3.401258588735974e-17
58884.650000001784	1.6816123664949394e-15	8.767331044143898e-17	1.9080929973025363e-15	3.372494635628834e-17
58884.70000000179	1.6797212533645552e-15	8.757602951837442e-17	1.9048978506126967e-15	3.339756564853068e-17
58884.75000000179	1.6780335336369678e-15	8.670111426361163e-17	1.9019752513066304e-15	3.298558987397024e-17
58884.80000000179	1.6765483189186525e-15	8.505468686258318e-17	1.8993129198300493e-15	3.24518422553119e-17
58884.850000001796	1.6752647356992166e-15	8.264775134836719e-17	1.896898583613082e-15	3.1766514929519964e-17
58884.9000000018	1.6741819252755065e-15	7.949648733548705e-17	1.89471997672398e-15	3.090668497749084e-17
58884.9500000018	1.6732990436768775e-15	7.562290917475873e-17	1.892764839522237e-15	2.9855835993369796e-17
58885.000000001804	1.672615261590522e-15	7.105607629846369e-17	1.891020918312158e-15	2.8603518425505795e-17
58885.05000000181	1.672129764288604e-15	6.583423993154522e-17	1.8894759649963914e-15	2.7145267584370707e-17
58885.10000000181	1.671841751556207e-15	6.000872697144008e-17	1.888117736729808e-15	2.548292886017719e-17
58885.15000000181	1.6717504376193128e-15	5.365130013753146e-17	1.886933995573341e-15	2.3625639329254428e-17
58885.200000001816	1.6718550510749762e-15	4.6869005170253783e-17	1.8859125081476412e-15	2.1591941592288385e-17
58885.25000000182	1.6721548348212399e-15	3.983635498112558e-17	1.8850410452875924e-15	1.9413993148834357e-17
58885.30000000182	1.672649045988894e-15	3.2869990293115395e-17	1.884307381695781e-15	1.7145867184268543e-17
58885.350000001825	1.6733369558732813e-15	2.660454104270287e-17	1.8836992955974477e-15	1.487997635692323e-17
58885.40000000183	1.6742178498676157e-15	2.2317505508779444e-17	1.883204568394206e-15	1.2778375217108246e-17
58885.45000000183	1.6752907986154512e-15	2.1846983765761115e-17	1.8828109843185284e-15	1.1120799261514249e-17
58885.50000000183	1.6765459927688057e-15	2.5468983851862452e-17	1.8825063300881333e-15	1.0319232932660966e-17
58885.55000000184	1.6779620824888869e-15	3.1412756267544006e-17	1.882277908157662e-15	1.0714017897770122e-17
58885.60000000184	1.6795169569220678e-15	3.823573982178646e-17	1.8821094279332773e-15	1.2130457419401331e-17
58885.65000000184	1.6811885143352e-15	4.5201933217875075e-17	1.881982988929568e-15	1.413763775268848e-17
58885.700000001845	1.6829546601137502e-15	5.195004541969456e-17	1.881880683873731e-15	1.6400080530161253e-17
58885.75000000185	1.6847933047598389e-15	5.82862539364102e-17	1.881784605799183e-15	1.8714826840555418e-17
58885.80000000185	1.6866823618910808e-15	6.409491053806246e-17	1.8816768475388774e-15	2.0964249077901426e-17
58885.850000001854	1.6885997462391833e-15	6.930044657645044e-17	1.8815395012183774e-15	2.3077581765734773e-17
58885.90000000186	1.690523371648856e-15	7.385005032636317e-17	1.8813546577491736e-15	2.5009709237272533e-17
58885.95000000186	1.6924311490761026e-15	7.770518401960282e-17	1.8811044063219886e-15	2.6730268131794557e-17
58886.00000000186	1.6943009845870027e-15	8.083713553066006e-17	1.880770833899526e-15	2.821797886484721e-17
58886.050000001866	1.6961107773553311e-15	8.322454530007728e-17	1.88033602471026e-15	2.945758868997918e-17
58886.10000000187	1.697838417659812e-15	8.48519660715813e-17	1.8797820597407468e-15	3.04381580525234e-17
58886.15000000187	1.699461784881163e-15	8.570899787354085e-17	1.8790910162291977e-15	3.115206982414152e-17
58886.200000001874	1.7009587454978063e-15	8.578976514358927e-17	1.8782449671580247e-15	3.159444930306741e-17
58886.25000000188	1.7023071510807412e-15	8.509261379909571e-17	1.877225980746872e-15	3.176283393466271e-17
58886.30000000188	1.7034848362873754e-15	8.361996530194789e-17	1.8760161199452467e-15	3.1657009646611554e-17
58886.35000000188	1.704469616854294e-15	8.137830058198704e-17	1.874597441924828e-15	3.127897431039334e-17
58886.400000001886	1.7052392875882457e-15	7.83782739049149e-17	1.8729519975724457e-15	3.063301721911919e-17
58886.45000000189	1.7057716203560932e-15	7.463498604307421e-17	1.871061830982157e-15	2.972592720637705e-17
58886.50000000189	1.7060443620728273e-15	7.016849030740522e-17	1.8689089789469993e-15	2.856736924117719e-17
58886.550000001895	1.7060352326881095e-15	6.500468826862329e-17	1.8664754704518606e-15	2.7170509279063997e-17
58886.6000000019	1.7057219231702776e-15	5.917695099112281e-17	1.863743326164823e-15	2.55530348017996e-17
58886.6500000019	1.7050820934891441e-15	5.2729227097759645e-17	1.860694557928791e-15	2.373884124252545e-17
58886.7000000019	1.704093370596061e-15	4.572251829509188e-17	1.8573111682529835e-15	2.1760884517084846e-17
58886.750000001906	1.7027333464017425e-15	3.8249913347233367e-17	1.853575149804588e-15	1.9666129653255257e-17
58886.80000000191	1.7009795757516185e-15	3.047663054251681e-17	1.849468484899452e-15	1.752427329154015e-17
58886.85000000191	1.6988095743991148e-15	2.2766184672668698e-17	1.8449731449930307e-15	1.5442865737156515e-17
58886.900000001915	1.6962008169751445e-15	1.614150714819369e-17	1.8400710901709207e-15	1.3590761262756258e-17
58886.95000000192	1.6931307432052961e-15	1.3501884800756075e-17	1.8347442686398314e-15	1.2220774695899129e-17
58887.00000000192	1.6895876947295778e-15	1.7219844285978686e-17	1.828974616216382e-15	1.1644077918901448e-17
58887.050000001924	1.6855924948936318e-15	2.4114415830446246e-17	1.8227518573339877e-15	1.2042638162842254e-17
58887.10000000193	1.6811719365790756e-15	3.173297605949833e-17	1.816096909339255e-15	1.3210439633930375e-17
58887.15000000193	1.6763527707510482e-15	3.925456052962135e-17	1.8090384784968798e-15	1.4816220002066085e-17
58887.20000000193	1.6711617088870108e-15	4.6373509970190763e-17	1.8016052592891785e-15	1.6594015124542466e-17
58887.250000001935	1.6656254254020142e-15	5.294365474672112e-17	1.7938259352299172e-15	1.8367919030348037e-17
58887.30000000194	1.6597705600721023e-15	5.887924584221218e-17	1.7857291796773587e-15	2.00271532020152e-17
58887.35000000194	1.653623720454771e-15	6.41224526107514e-17	1.777343656647468e-15	2.1500952877424346e-17
58887.400000001944	1.6472114843073373e-15	6.863085603108733e-17	1.768698021626359e-15	2.2742571969502335e-17
58887.45000000195	1.6405604020030519e-15	7.237201240191647e-17	1.7598209223836402e-15	2.3720188705132975e-17
58887.50000000195	1.6336969989457675e-15	7.53208979999413e-17	1.7507409997836584e-15	2.441187374578672e-17
58887.55000000195	1.6266477779822247e-15	7.745869553924603e-17	1.7414868885991424e-15	2.4802847046026375e-17
58887.600000001956	1.6194392218131419e-15	7.877231043695474e-17	1.7320872183223627e-15	2.4884076882563213e-17
58887.65000000196	1.6120977954026724e-15	7.925437839937865e-17	1.7225706139778865e-15	2.465176497253516e-17
58887.70000000196	1.604649948386675e-15	7.890370827620007e-17	1.7129656969341596e-15	2.4107560433526538e-17
58887.750000001965	1.5971221174796884e-15	7.772622796187808e-17	1.7033010857154478e-15	2.3259575857581993e-17
58887.80000000197	1.5895407288813809e-15	7.573663124396098e-17	1.6936053968138302e-15	2.2124541852127975e-17
58887.85000000197	1.5819322006816729e-15	7.296111441961222e-17	1.6839072455006083e-15	2.0731848833916964e-17
58887.90000000197	1.5743229452657008e-15	6.944192064672883e-17	1.6742352466386436e-15	1.9130957871989673e-17
58887.950000001976	1.5667393717179716e-15	6.524501507257224e-17	1.6646180154935912e-15	1.7404901937163708e-17
58888.00000000198	1.5592078882262631e-15	6.047334445003129e-17	1.655084168545731e-15	1.5693959258808136e-17
58888.05000000198	1.5517549044858462e-15	5.5290174166433996e-17	1.6456623243018015e-15	1.42309940420558e-17
58888.100000001985	1.5444068341030071e-15	4.99601023688061e-17	1.6363811041069499e-15	1.3367089899364596e-17
58888.15000000199	1.537190096999411e-15	4.4916990092770373e-17	1.6272690915981037e-15	1.350681543165807e-17
58888.20000000199	1.5301311218163109e-15	4.085273564600357e-17	1.618346106860367e-15	1.4833469570550982e-17
58888.25000000199	1.5232563483198354e-15	3.874263622217903e-17	1.6096124123948822e-15	1.7131364276633006e-17
